address,avgspeed,carport,lat,lon,pk,totalvol,time
重陽路66號前,67,2,25.05863,121.608799,VND3C20,9,2015-11-20 02:46:22.103
民族西路179號前,64,2,25.068755,121.514407,VQGGJ20,6,2015-11-20 02:46:22.103
離入口匝道鼻端上游100公尺,35,1,25.047744,121.504637,V5261F0,32,2015-11-20 02:46:22.103
基隆路-松隆路 往北,27,2,25.042966,121.565494,VJVRL10,16,2015-11-20 02:46:22.103
基隆路-29巷 往南,51,3,25.029057,121.557444,VGTPW50,30,2015-11-20 02:46:22.103
重慶南路一段93號前,22,3,25.042813,121.513129,VJTFX00,4,2015-11-20 02:46:22.103
北安路77巷口右側,25,2,25.077977,121.528521,VSJJX20,42,2015-11-20 02:46:22.103
基隆路-松隆路 往北,71,2,25.043154,121.565951,VJVRL11,8,2015-11-20 02:46:22.103
敦化南路二段與四維路154巷口槽化島上     ,32,4,25.030832,121.548563,VGHN840,13,2015-11-20 02:46:22.103
明水路417號前,67,3,25.077519,121.547879,VSEMV60,14,2015-11-20 02:46:22.103
興隆路4段木柵游泳池旁(107巷對面,62,2,24.987137,121.560662,V1NQM40,7,2015-11-20 02:46:22.103
基隆路-松高 往南,50,2,25.039687,121.563576,VIKQU50,6,2015-11-20 02:46:22.103
市民大道三段17號對面橋下,67,2,25.045657,121.531059,VKJJP20,26,2015-11-20 02:46:22.103
社中街與通河西街間 (環路線圈式車輛偵測器,65,3,25.092189,121.499247,V8250E1,21,2015-11-20 02:46:22.103
福國社中一,28,4,25.09763,121.497524,V8250E0,3,2015-11-20 02:46:22.103
八德路一段43巷口,53,2,25.044283,121.531449,VJTJ960,3,2015-11-20 02:46:22.103
建國北路三段90號前,21,2,25.066326,121.534884,VPHKR40,4,2015-11-20 02:46:22.103
南京西路205號前,53,2,25.053907,121.511005,VM7FI60,2,2015-11-20 02:46:22.103
忠孝東路二段34號前,50,3,25.043593,121.527452,VJTJ820,20,2015-11-20 02:46:22.103
離德昌街下游120公尺,97,3,25.016384,121.49569,V4210D0,51,2015-11-20 02:46:22.103
和平東路一段129號師大宿舍大樓前,51,6,25.026417,121.528935,VG6J520,62,2015-11-20 02:46:22.103
復興北路隧道西側隧道頂板二車道主線0K+740公尺處,91,2,25.07043,121.543566,VM210E2,4,2015-11-20 02:46:22.103
松江路366號前,33,3,25.06199,121.533161,VP6JY40,12,2015-11-20 02:46:22.103
中山北路三段62號圓山派出所旁燈桿,47,4,25.073033,121.523875,VRNIF00,12,2015-11-20 02:46:22.103
民生東路二段149號前,44,6,25.058155,121.535067,VN5JX20,44,2015-11-20 02:46:22.103
出口匝道鼻端處,49,1,25.046132,121.502816,V52J2E0,2,2015-11-20 02:46:22.103
濟南路二段50號對面人行道,35,2,25.040492,121.531413,VJWJ720,7,2015-11-20 02:46:22.103
民生東路五段82號前,56,2,25.058466,121.558558,VN9PZ60,7,2015-11-20 02:46:22.103
中正路百齡橋頭中央分隔島號誌(往士林方向,57,4,25.088343,121.511909,VV9GE20,22,2015-11-20 02:46:22.103
華中橋出城(萬大路,45,2,25.020129,121.497778,VENCU40,17,2015-11-20 02:46:22.103
長春上與長安上匝道,69,3,25.051768,121.536466,V1240E0,32,2015-11-20 02:46:22.103
復興南路一段103號前,28,6,25.044085,121.543747,VJHM700,12,2015-11-20 02:46:22.103
瑞光路與瑞光路120巷1-20號(嘉新尊皇,70,2,25.07252,121.580379,VRGUF00,7,2015-11-20 02:46:22.103
溪州街123巷口(上層,53,3,24.992049,121.533413,V42C0E0,18,2015-11-20 02:46:22.103
研究院路2段35號前,39,1,25.045685,121.615167,VKP4L00,1,2015-11-20 02:46:22.103
忠孝東路六段378號前,40,4,25.049931,121.592136,VLEWX20,12,2015-11-20 02:46:22.103
水源路11-1號天橋旁自立桿,36,2,25.013938,121.533974,VDTJT00,6,2015-11-20 02:46:22.103
忠誠路一段147巷對面人行道,40,3,25.106692,121.529547,VYLJ620,7,2015-11-20 02:46:22.103
龍江路149巷口對面,39,2,25.053685,121.540578,VLQLI40,8,2015-11-20 02:46:22.103
麥二舊宗,52,2,25.054525,121.57639,V6140C0,16,2015-11-20 02:46:22.103
愛國東路72號對面人行道上,0,2,25.033735,121.519711,VHSH560,0,2015-11-20 02:46:22.103
麥二舊宗,72,2,25.054569,121.576598,V6140C1,18,2015-11-20 02:46:22.103
水源與辛亥下匝道,73,2,25.016685,121.543824,V2110C0,21,2015-11-20 02:46:22.103
水源快-往南下新店端終點,75,3,24.993328,121.53415,V1VJK40,28,2015-11-20 02:46:22.103
重慶北路四段108號前,40,6,25.082628,121.512571,VTGFS00,19,2015-11-20 02:46:22.103
西藏路261號前,21,2,25.028561,121.49349,VGIBX60,1,2015-11-20 02:46:22.103
木柵路一段68之2號前,37,4,24.987102,121.548132,V1NMM20,16,2015-11-20 02:46:22.103
辛亥路7段86巷旁公園前,44,2,24.980969,121.55377,V1CPB00,17,2015-11-20 02:46:22.103
中山北路圓山保齡球館前,39,5,25.08244167,121.525375,VTTIF00,10,2015-11-20 02:46:22.103
中山北路五段報恩寺前(槽化島,41,4,25.084975,121.525637,VU5IF00,32,2015-11-20 02:46:22.103
離出口匝道鼻端下游100公尺,77,1,25.027247,121.48961,V42K2C1,28,2015-11-20 02:46:22.103
辛亥路入口匝道下游,71,3,25.02038,121.530494,V3320G0,19,2015-11-20 02:46:22.103
離出口匝道鼻端下游30公尺,46,1,25.019073,121.493273,V42K2C0,2,2015-11-20 02:46:22.103
承德路三段270號前,33,6,25.073605,121.518997,VRTHD40,8,2015-11-20 02:46:22.103
萬芳交流道信義支線入口0+460,66,2,25.003485,121.579757,V9010A0,5,2015-11-20 02:46:22.103
成功路二段380號旁,35,4,25.07057,121.589648,VQKWL00,24,2015-11-20 02:46:22.103
向陽路80號圍牆邊 ,39,4,25.053323,121.595016,VMDXF00,4,2015-11-20 02:46:22.103
南港路三段266號對面人行道上,35,4,25.052274,121.583991,VMBWS20,13,2015-11-20 02:46:22.103
二高南湖,64,3,25.058287,121.62187,V6310G0,5,2015-11-20 02:46:22.103
忠孝橋接環快往南方向入口匝道起點,60,1,25.049192,121.506387,V5261E0,6,2015-11-20 02:46:22.103
辛亥路1段139巷公園前,27,3,25.022684,121.532575,VF9KB60,3,2015-11-20 02:46:22.103
匝道平面,60,1,25.062934,121.615976,V6171C1,3,2015-11-20 02:46:22.103
市高光復西側往東,75,2,25.045028,121.557377,V0160C0,31,2015-11-20 02:46:22.103
仁愛四段-延吉街往東,43,4,25.03752,121.553964,VILPI20,6,2015-11-20 02:46:22.103
出城經貿上匝道,61,2,25.06115,121.619397,V6171C0,3,2015-11-20 02:46:22.103
和平東路三段425號前,18,2,25.019224,121.557845,VEUPN60,3,2015-11-20 02:46:22.103
匝道匯入主線鼻端處,34,1,25.045137,121.501415,V5271E0,6,2015-11-20 02:46:22.103
離西園路72巷下游約55公尺,74,2,25.021832,121.491749,V52D0E0,34,2015-11-20 02:46:22.103
民權東路三段142號對面人行道上,28,6,25.062302,121.54681,VNUNJ20,18,2015-11-20 02:46:22.103
忠孝東路二段128號前,18,6,25.042733,121.53065,VJQJI20,9,2015-11-20 02:46:22.103
重慶北三段250號之3,41,2,25.071176,121.513545,VQGFY41,3,2015-11-20 02:46:22.103
基隆路一段興雅路與松高路間(門架式,0,2,25.040507,121.563858,VJERC00,0,2015-11-20 02:46:22.103
敦化南路一段238巷口前槽化島上,0,4,25.039789,121.548455,VJGN700,4,2015-11-20 02:46:22.103
濱江下與圓山出口端,64,2,25.063963,121.536827,V1080A0,33,2015-11-20 02:46:22.103
環河北路三段與葫蘆街口槽化島上,45,4,25.082664,121.507387,VU8EF40,14,2015-11-20 02:46:22.103
羅斯福路四段85號前,3,6,25.012857,121.536327,VDTJW00,14,2015-11-20 02:46:22.103
市民大道四段京華城對面人行道,45,2,25.046939,121.562282,VKXRL60,8,2015-11-20 02:46:22.103
南港路二段120號對面人行道上,53,2,25.053548,121.601856,VE4A420,5,2015-11-20 02:46:22.103
建高銜接處至辛亥路上匝道,99,2,25.021998,121.532522,V3310G0,10,2015-11-20 02:46:22.103
基隆路一段172巷口(門架式,58,2,25.043156,121.565237,VJERC40,13,2015-11-20 02:46:22.103
重慶北路三段124號,47,6,25.06736111,121.5136361,VQGFY01,13,2015-11-20 02:46:22.103
金湖路268號前,0,2,25.075434,121.601269,VSQYA00,0,2015-11-20 02:46:22.103
杭州南路一段63號對面人行道,46,2,25.040467,121.525744,VJ7II00,4,2015-11-20 02:46:22.103
三民路84號對面人行道上,50,2,25.056443,121.563574,VMTR600,6,2015-11-20 02:46:22.103
金山南路二段200號前,46,4,25.027743,121.526493,VG8IK40,12,2015-11-20 02:46:22.103
仁愛路三段123巷前槽化島上,24,4,25.038234,121.54164,VINLD61,3,2015-11-20 02:46:22.103
辛亥路往西入口匝道,56,1,25.022219,121.533742,V3311G0,2,2015-11-20 02:46:22.103
市民大道二段與長安東路一段52巷口往西40M處(橋下,42,2,25.046899,121.526921,VKNIV20,10,2015-11-20 02:46:22.103
堤頂上匝道入口,52,1,25.063234,121.572446,V6141E0,1,2015-11-20 02:46:22.103
松高路-興雅路 往西,49,6,25.039187,121.564436,VIWR760,53,2015-11-20 02:46:22.103
仁愛路四段345巷,61,2,25.03783889,121.5539278,VILNY60,3,2015-11-20 02:46:22.103
華翠橋(艋舺大道與長順街口,47,2,25.02999,121.492772,VGBBW20,20,2015-11-20 02:46:22.103
莒光路282號對面人行道,24,2,25.03108,121.498772,VH6CN60,3,2015-11-20 02:46:22.103
敦化北路133號前槽化島上,71,2,25.053031,121.548821,VLPN800,7,2015-11-20 02:46:22.103
仰德大道一段與仰德大道二段口(附掛號誌燈桿,45,2,25.101943,121.53958,VXSLB20,13,2015-11-20 02:46:22.103
林森南路8巷口,39,2,25.043103,121.52302,VJMHU00,3,2015-11-20 02:46:22.103
羅斯福路五段65號前水泥桿(檳榔攤前CCTV桿,54,4,25.006547,121.538831,VCCKW00,33,2015-11-20 02:46:22.103
指南路三段指南國小往南約60M處(附掛號誌燈桿,16,2,24.977136,121.583398,V0UVS20,1,2015-11-20 02:46:22.103
至善路二段431號對面人行道上,50,2,25.108413,121.557436,VZKPR20,5,2015-11-20 02:46:22.103
民生東路五段272號前,0,2,25.059145,121.56757,VNES600,0,2015-11-20 02:46:22.103
仁愛路上匝道,40,1,25.038707,121.538005,V1021A0,8,2015-11-20 02:46:22.103
安和路二段40號前,26,2,25.031604,121.552332,VHLNV00,5,2015-11-20 02:46:22.103
民生東路二段101號前,44,3,25.058162,121.530835,VN8PT60,33,2015-11-20 02:46:22.103
長安東路上匝道,35,2,25.048436,121.536492,V1241E0,12,2015-11-20 02:46:22.103
中山北路六段328號對面人行道上,29,4,25.111526,121.525721,V3AIL00,9,2015-11-20 02:46:22.103
辛亥路3段117號前,37,3,25.016379,121.548361,VEFMN60,15,2015-11-20 02:46:22.103
建國南路一段(八德市場10號對面,38,1,25.045663,121.536856,VGLKW40,9,2015-11-20 02:46:22.103
光復橋(靠西園路二段372巷橋上,51,4,25.025074,121.491464,VFWBS00,25,2015-11-20 02:46:22.103
內湖路一段一巷口號誌桿上,42,3,25.084908,121.558413,VTXQJ20,14,2015-11-20 02:46:22.103
舊宗路二段213巷口對面槽化島上,23,2,25.073696,121.572762,VRPSV70,3,2015-11-20 02:46:22.103
市高安東西側往東,76,2,25.044501,121.541152,V0140C1,28,2015-11-20 02:46:22.103
市高光華橋東側往東,80,2,25.045243,121.533108,V0140C0,35,2015-11-20 02:46:22.103
建國南路一段275號前,17,2,25.036522,121.538303,VINKW00,1,2015-11-20 02:46:22.103
明水路大直橋往西約130M處,69,2,25.077681,121.542933,VSGLN60,5,2015-11-20 02:46:22.103
承德路一段77-1號前,39,6,25.052341,121.51743,VLYGU40,12,2015-11-20 02:46:22.103
艋舺大道76號前,42,4,25.033466,121.5033,VHPEB20,4,2015-11-20 02:46:22.103
八德路二段29號對面,39,2,25.044475,121.533412,VK7K820,2,2015-11-20 02:46:22.103
木柵路四段29號前,63,2,24.993713,121.571608,V2LSS20,3,2015-11-20 02:46:22.103
華江橋上與貴陽街下,77,2,25.04074,121.498692,V5060B0,24,2015-11-20 02:46:22.103
成都路96號前,45,2,25.043133,121.503904,VJPEI60,24,2015-11-20 02:46:22.103
麥二舊宗,66,2,25.053341,121.574273,V6130C0,24,2015-11-20 02:46:22.103
民權東路四段光復北路口往西約35M處,58,3,25.062022,121.554164,VNZM960,6,2015-11-20 02:46:22.103
中山北路二段113號前,22,4,25.060708,121.522947,VNLHV00,24,2015-11-20 02:46:22.103
中興橋(成都路與康定路口,32,4,25.04305,121.501852,VJUDT20,12,2015-11-20 02:46:22.103
林森北路15號公園前,31,4,25.053161,121.525442,VLRIF40,81,2015-11-20 02:46:22.103
西藏路33號前,8,4,25.030521,121.506478,VGYER20,5,2015-11-20 02:46:22.103
正氣橋接基隆路出口,51,2,25.047164,121.567941,V6380E0,18,2015-11-20 02:46:22.103
經貿二路88巷口往南26M處(附掛路燈,33,3,25.057217,121.616532,VMV4U41,4,2015-11-20 02:46:22.103
辛亥路3段司法官訓練所前槽化島上,42,2,25.019582,121.546581,VEFMN20,8,2015-11-20 02:46:22.103
重慶北路四段15號對面人行道,44,6,25.080341,121.513464,VT9FV00,27,2015-11-20 02:46:22.103
南京上與民權下匝道,84,3,25.04924,121.536465,V1060A0,36,2015-11-20 02:46:22.103
市高台鐵機場往西,74,2,25.045234,121.560183,V0390G0,33,2015-11-20 02:46:22.103
入口匝道起點,45,1,25.047972,121.529528,VN2D0E1,3,2015-11-20 02:46:22.103
離市民大道上游約18公尺,58,3,25.046889,121.530611,VN2D0E2,15,2015-11-20 02:46:22.103
離市民大道下游約85公尺,57,1,25.046,121.530639,VN2D0E0,10,2015-11-20 02:46:22.103
福和橋(基隆路三段與汀州路三段口,42,2,25.011386,121.536192,VCNKM20,11,2015-11-20 02:46:22.103
市高新生西側往東,79,3,25.047263,121.52615,V0130A1,45,2015-11-20 02:46:22.103
新光路一段140號前,29,4,24.990436,121.573901,V1TT960,5,2015-11-20 02:46:22.103
林森北路661號前,46,1,25.06766,121.525385,VPYIH40,6,2015-11-20 02:46:22.103
成功路(文德路-金龍路,45,2,25.07997,121.590038,VSSWC60,5,2015-11-20 02:46:22.103
市高中山西側往東,75,3,25.048309,121.518761,V0130A0,54,2015-11-20 02:46:22.103
中山北路六段日僑學校,31,2,25.11713,121.528918,V4NJD00,3,2015-11-20 02:46:22.103
八德路四段135號前,25,3,25.048775,121.562072,VKZQW20,14,2015-11-20 02:46:22.103
重慶北路一段92號前,46,2,25.053013,121.513717,VLMG600,6,2015-11-20 02:46:22.103
中山北路一段107號前,68,4,25.05116,121.522044,VLRHT00,21,2015-11-20 02:46:22.103
忠孝下與仁愛下匝道,74,3,25.044995,121.536972,V1260E0,30,2015-11-20 02:46:22.103
忠孝東路六段40號前,28,4,25.045805,121.583048,VKCUX20,12,2015-11-20 02:46:22.103
鄭州路81號對面橋下,44,2,25.049976,121.512089,VLAFP60,18,2015-11-20 02:46:22.103
長春路34號對面人行道上,47,2,25.054995,121.525132,VMFIG20,31,2015-11-20 02:46:22.103
健康路305號前,40,4,25.054324,121.565249,VM8PX60,46,2015-11-20 02:46:22.103
光復南-信義往南,43,2,25.034763,121.55741,VHKPV40,8,2015-11-20 02:46:22.103
樂群一路與基湖路口往西約140公尺(堤防里程15K+750,27,2,25.076159,121.561563,VSDPM60,5,2015-11-20 02:46:22.103
敦化南路一段5號前槽化島上,32,4,25.047099,121.549032,VKWN800,5,2015-11-20 02:46:22.103
基隆路-忠孝東 往南,88,2,25.041469,121.564972,VJERC51,8,2015-11-20 02:46:22.103
新生南路三段12號前,0,6,25.024879,121.534665,VFYKD40,0,2015-11-20 02:46:22.103
重慶南路二段8巷口,0,4,25.033841,121.512676,VHBGA01,0,2015-11-20 02:46:22.103
基隆路-忠孝東 往南,70,2,25.040857,121.564444,VJERC52,14,2015-11-20 02:46:22.103
新生南路二段74號前,43,4,25.027606,121.534657,VFYKD41,25,2015-11-20 02:46:22.103
木柵路五段21巷往東120mM處,65,2,25.002438,121.582021,VAWVC20,8,2015-11-20 02:46:22.103
重慶南路二段74號前,49,4,25.031325,121.5143,VHBGA00,31,2015-11-20 02:46:22.103
信義支線隧道內2+020,56,3,25.01701,121.579514,V9030A2,6,2015-11-20 02:46:22.103
基隆路-忠孝東 往南,68,2,25.043326,121.565635,VJERC50,13,2015-11-20 02:46:22.103
承德路二段188號前,49,6,25.061494,121.517806,VP8GX40,27,2015-11-20 02:46:22.103
忠孝東路一段12號對面人行道上,36,6,25.045273,121.522177,VKAHN20,29,2015-11-20 02:46:22.103
西寧南路173號前,36,2,25.042935,121.50644,VJPEI40,21,2015-11-20 02:46:22.103
承德路三段22號前,41,3,25.06414722,121.5181917,VP8GX42,6,2015-11-20 02:46:22.103
松信路-虎林街南側市民大道松山車站機車地下停車場出入口南側,33,2,25.04930833,121.574175,VL7TM20,2,2015-11-20 02:46:22.103
市高光復西側往西,76,2,25.044782,121.555424,V03A0G0,40,2015-11-20 02:46:22.103
金山南路一段23號前,35,4,25.040274,121.529103,VIXJ740,12,2015-11-20 02:46:22.103
長安西路287號前,23,2,25.052233,121.509293,VLTEQ40,3,2015-11-20 02:46:22.103
麥二進城接正氣橋,57,2,25.052997,121.569871,V7230E0,14,2015-11-20 02:46:22.103
基隆路三段30巷口,25,3,25.018701,121.545438,VEFMN40,10,2015-11-20 02:46:22.103
基隆路二段228-1號前,55,4,25.023475,121.55082,VF9NH00,15,2015-11-20 02:46:22.103
和平東路出口匝道,50,1,25.02858,121.537465,V12F2E0,3,2015-11-20 02:46:22.103
內湖路(港墘路-文德路,18,2,25.078539,121.580076,VSNVA60,3,2015-11-20 02:46:22.103
堤頂大道二段489-501號中間空地前,44,4,25.082813,121.561444,VTXQL00,5,2015-11-20 02:46:22.103
離新生北路二段55巷上游約25公尺,80,1,25.055444,121.527972,VN0C0E1,8,2015-11-20 02:46:22.103
入口匝道起點,51,1,25.049194,121.529278,VN0C0E0,15,2015-11-20 02:46:22.103
忠孝上與長安下匝道,83,3,25.042866,121.536348,V1040A0,39,2015-11-20 02:46:22.103
內湖路(港墘路-文德路,28,2,25.080257,121.574457,VSXTK20,6,2015-11-20 02:46:22.103
離新生北路二段15巷上游約20公尺,72,2,25.052861,121.528056,VN0C0E2,18,2015-11-20 02:46:22.103
華中橋入口匝道起點,34,2,25.017129,121.494108,V4221E0,3,2015-11-20 02:46:22.103
跨河段,79,3,25.101164,121.499075,V8020A0,32,2015-11-20 02:46:22.103
辛亥路3段芳蘭路往東約150公尺處,59,2,25.016384,121.549549,VDYN960,18,2015-11-20 02:46:22.103
羅斯福路四段32號前,38,4,25.015492,121.533683,VCPKT41,41,2015-11-20 02:46:22.103
民權西路127號門口路燈桿,53,2,25.06303889,121.5173028,VP8GI60,22,2015-11-20 02:46:22.103
辛亥路出口匝道,55,2,25.023604,121.537969,V12G2E0,14,2015-11-20 02:46:22.103
基隆路四段144巷50弄口右側,54,3,25.013479,121.539233,VCPKT40,6,2015-11-20 02:46:22.103
仰德大道四段與中華路口往南約70M處(附掛路燈桿,59,1,25.133328,121.546025,V7HMH00,3,2015-11-20 02:46:22.103
汀州路車行地下道入口端,50,3,25.010606,121.534692,V3110C0,21,2015-11-20 02:46:22.103
民權下與濱江下匝道,76,2,25.05638,121.536576,V1070A1,26,2015-11-20 02:46:22.103
市民下與終點端,80,2,25.054469,121.507469,V5080A0,20,2015-11-20 02:46:22.103
康定路279號前,50,2,25.034332,121.501024,VIDDL00,11,2015-11-20 02:46:22.103
華江橋下與西藏路下,81,2,25.026912,121.489748,V52C0E0,42,2015-11-20 02:46:22.103
堤頂大道二段177號前,48,4,25.076783,121.570774,VSGRX60,10,2015-11-20 02:46:22.103
濟南路一段71號對面人行道,0,2,25.04208,121.523829,VJMHU60,0,2015-11-20 02:46:22.103
林森南路與仁愛路一段口(地下道入口處,39,2,25.038523,121.521435,VIGHK40,22,2015-11-20 02:46:22.103
民權東路四段民權公園出入口右側,45,3,25.062203,121.558783,VP5QG20,8,2015-11-20 02:46:22.103
信義支線隧道外3+880,17,3,25.03161,121.572091,V9060A0,1,2015-11-20 02:46:22.103
忠孝東路出口匝道,20,2,25.044302,121.536384,V12C2E0,6,2015-11-20 02:46:22.103
信義路出口匝道,75,1,25.036796,121.537422,V12E2E0,4,2015-11-20 02:46:22.103
中山北路一段33巷口,46,4,25.048951,121.521093,VLBHN00,24,2015-11-20 02:46:22.103
重陽橋車行地下道出口處(環路線圈式車輛偵測器,75,3,25.087034,121.504669,V8001H0,25,2015-11-20 02:46:22.103
信義五段-光復南-往西,26,3,25.03305,121.559047,VHKPV60,17,2015-11-20 02:46:22.103
承德路六段425號中油加油站往南50M處(人行道,52,4,25.108435,121.51131,V4VDD40,15,2015-11-20 02:46:22.103
復興北路344號前,31,3,25.059765,121.543776,VMZM900,9,2015-11-20 02:46:22.103
社中接與地下道出口(環路線圈式車輛偵測器,70,3,25.088764,121.503,V8001H1,25,2015-11-20 02:46:22.103
延平北路六段(環路線圈式車輛偵測器,30,2,25.089831,121.50245,V8001H2,2,2015-11-20 02:46:22.103
和平西路(中華-南海,37,2,25.031321,121.507917,VH7EN60,3,2015-11-20 02:46:22.103
羅斯福路上匝道,22,2,25.024021,121.511941,V2320G0,1,2015-11-20 02:46:22.103
離華中橋下游35公尺,57,2,25.021051,121.506469,V4220D0,13,2015-11-20 02:46:22.103
敦化南路上匝道,0,1,25.012468,121.538941,V2311G0,0,2015-11-20 02:46:22.103
信義上與仁愛上匝道,81,3,25.034087,121.537509,V1020A1,40,2015-11-20 02:46:22.103
承德路七段382號對面人行道上,70,3,25.118895,121.501696,VVCGQ40,111,2015-11-20 02:46:22.103
民族東路166號前,39,4,25.068296,121.529441,VQEJF20,13,2015-11-20 02:46:22.103
八德路四段610號前,33,4,25.049834,121.573137,VLDTB20,17,2015-11-20 02:46:22.103
成功路(金龍路-康湖路,47,2,25.084698,121.597696,VTYXQ60,10,2015-11-20 02:46:22.103
新生南路二段50號前,65,4,25.029269,121.53402,VFYKD00,10,2015-11-20 02:46:22.103
環河北路二段與民權西路口(橋下,51,5,25.063746,121.508687,VQGF701,45,2015-11-20 02:46:22.103
辛亥路2段129號對面槽化島上,50,6,25.021297,121.539247,VF9KW60,18,2015-11-20 02:46:22.103
新生南路三段25巷旁,50,6,25.02437222,121.5348278,VFYKD01,15,2015-11-20 02:46:22.103
新生南路一段149號前,48,6,25.035664,121.533186,VINJW00,14,2015-11-20 02:46:22.103
三重路69號（南湖大橋-經貿二路）,25,2,25.060972,121.613861,VNZ4641,4,2015-11-20 02:46:22.103
市高光華橋東側往西,76,2,25.045238,121.534456,V03C0G1,44,2015-11-20 02:46:22.103
水源快-往南下新店端終點信義路三段147巷口前中央分隔島路燈桿(捷運信義線大安站2號出口前,39,2,25.031438,121.550122,VHMM620,2,2015-11-20 02:46:22.103
民權東路一段68號前,41,4,25.062606,121.525026,VP6IG60,17,2015-11-20 02:46:22.103
羅斯福路三段218號前,34,6,25.019018,121.53024,VELJA00,14,2015-11-20 02:46:22.103
市高西寧西側往西,58,1,25.050668,121.50781,V5062G0,20,2015-11-20 02:46:22.103
